Power                   Time
1889.0705032306578	0.256
1889.0705032306578	0.268
1889.0705032306578	0.28
1889.0705032306578	0.292
1889.0705032306578	0.304
1889.0705032306578	0.316
1889.0705032306578	0.328
1889.0705032306578	0.34
1889.0705032306578	0.352
1889.0705032306578	0.364
1889.0705032306578	0.376
1889.0705032306578	0.388
1889.0705032306578	0.4
1889.0705032306578	0.412
1889.0705032306578	0.424
1889.0705032306578	0.436
1889.0705032306578	0.448
1889.0705032306578	0.46
1889.0705032306578	0.472
1889.0705032306578	0.484
1889.0705032306578	0.496
1889.0705032306578	0.508
1889.0705032306578	0.52
1889.0705032306578	0.532
1889.0705032306578	0.544
1889.0705032306578	0.556
1889.0705032306578	0.568
1889.0705032306578	0.58
1889.0705032306578	0.592
1889.0705032306578	0.604
1889.0705032306578	0.616
1889.0705032306578	0.628
1889.0705032306578	0.64
1889.0705032306578	0.652
1889.0705032306578	0.664
1889.0705032306578	0.676
1889.0705032306578	0.688
1889.0705032306578	0.7
1889.0705032306578	0.712
1889.0705032306578	0.724
1889.0705032306578	0.736
1889.0705032306578	0.748
1889.0705032306578	0.76
1889.0705032306578	0.772
1889.0705032306578	0.784
1889.0705032306578	0.796
1889.0705032306578	0.808
1889.0705032306578	0.82
1889.0705032306578	0.832
1889.0705032306578	0.844
1889.0705032306578	0.856
1889.0705032306578	0.868
1889.0705032306578	0.88
1889.0705032306578	0.892
1889.0705032306578	0.904
1889.0705032306578	0.916
1889.0705032306578	0.928
1889.0705032306578	0.94
1889.0705032306578	0.952
1889.0705032306578	0.964
1889.0705032306578	0.976
1889.0705032306578	0.988
1889.0705032306578	1.0
1889.0705032306578	1.012
1889.0705032306578	1.024
1889.0705032306578	1.036
1889.0705032306578	1.048
1889.0705032306578	1.06
1889.0705032306578	1.072
1889.0705032306578	1.084
1889.0705032306578	1.096
1889.0705032306578	1.108
1889.0705032306578	1.12
1889.0705032306578	1.132
1889.0705032306578	1.144
1889.0705032306578	1.156
1889.0705032306578	1.168
1889.0705032306578	1.18
1889.0705032306578	1.192
1889.0705032306578	1.204
1889.0705032306578	1.216
1889.0705032306578	1.228
1889.0705032306578	1.24
1889.0705032306578	1.252
1889.0705032306578	1.264
1889.0705032306578	1.276
1889.0705032306578	1.288
1889.0705032306578	1.3
1889.0705032306578	1.312
1889.0705032306578	1.324
1889.0705032306578	1.336
1889.0705032306578	1.348
1889.0705032306578	1.36
1889.0705032306578	1.372
1889.0705032306578	1.384
1889.0705032306578	1.396
1889.0705032306578	1.408
1889.0705032306578	1.42
1889.0705032306578	1.432
1889.0705032306578	1.444
1889.0705032306578	1.456
1889.0705032306578	1.468
1889.0705032306578	1.48
1889.0705032306578	1.492
1889.0705032306578	1.504
1889.0705032306578	1.516
1889.0705032306578	1.528
1889.0705032306578	1.54
1889.0705032306578	1.552
1889.0705032306578	1.564
1889.0705032306578	1.576
1889.0705032306578	1.588
1889.0705032306578	1.6
1889.0705032306578	1.612
1889.0705032306578	1.624
1889.0705032306578	1.636
1889.0705032306578	1.648
1889.0705032306578	1.66
1889.0705032306578	1.672
1889.0705032306578	1.684
1889.0705032306578	1.696
1889.0705032306578	1.708
1889.0705032306578	1.72
1889.0705032306578	1.732
1889.0705032306578	1.744
1889.0705032306578	1.756
1889.0705032306578	1.768
1889.0705032306578	1.78
1889.0705032306578	1.792
1889.0705032306578	1.804
1889.0705032306578	1.816
1889.0705032306578	1.828
1889.0705032306578	1.84
1889.0705032306578	1.852
1889.0705032306578	1.864
1889.0705032306578	1.876
1889.0705032306578	1.888
1889.0705032306578	1.9
1889.0705032306578	1.912
1889.0705032306578	1.924
1889.0705032306578	1.936
1889.0705032306578	1.948
1889.0705032306578	1.96
1889.0705032306578	1.972
1889.0705032306578	1.984
1889.0705032306578	1.996
1889.0705032306578	2.008
1889.0705032306578	2.02
1889.0705032306578	2.032
1889.0705032306578	2.044
1889.0705032306578	2.056
1906.7138043211467	2.068
1924.1333830135525	2.08
1941.3589492029682	2.092
1958.4184324951939	2.104
1975.3382654929892	2.116
1992.1429108135537	2.128
2008.8536322052366	2.14
2025.4872761357367	2.152
2042.0555619941686	2.164
2058.5644187443086	2.176
2075.0129912641887	2.188
2091.3926249075244	2.2
2107.686294011765	2.212
2123.868847814544	2.224
2139.9084453939026	2.236
2155.76704109944	2.248
2171.4013537936	2.26
2186.7651629152165	2.272
2201.8122982097602	2.284
2216.499497125534	2.296
2230.788687224044	2.308
2244.649060157103	2.32
2258.058793557922	2.332
2271.0058679089175	2.344
2283.488607029539	2.356
2295.5158725429533	2.368
2307.1061947800895	2.38
2318.286430622998	2.392
2329.090223237374	2.404
2339.5561850100125	2.416
2349.7256757932255	2.428
2359.640849413929	2.44
2369.3428651518034	2.452
2378.8703485361825	2.464
2388.258031166257	2.476
2397.534736211895	2.488
2406.7221191135186	2.5
2415.834248502285	2.512
2424.877154490916	2.524
2433.8489225776552	2.536
2442.7397217955418	2.548
2451.5317039273696	2.56
2460.199061639628	2.572
2468.7083578985894	2.584
2477.018576926971	2.596
2485.0815545509026	2.608
2492.842897061585	2.62
2500.242835496424	2.632
2507.2173292691127	2.644
2513.6996886480138	2.656
2519.6226143010654	2.668
2524.9200942514008	2.68
2529.529274528476	2.692
2533.392142347378	2.704
2536.4568557394546	2.716
2538.678873870808	2.728
2540.021669533255	2.74
2540.457004943865	2.752
2539.965214067204	2.764
2538.534920341426	2.776
2536.162418269834	2.788
2532.8507897488603	2.8
2528.6089439025277	2.812
2523.450425398986	2.824
2517.392089591688	2.836
2510.4531312499757	2.848
