Group,Power,Time
1,247.156134137781,0.256
1,247.156134137781,0.268
1,247.156134137781,0.28
1,247.156134137781,0.292
1,247.156134137781,0.304
1,247.156134137781,0.316
1,247.156134137781,0.328
1,247.156134137781,0.34
1,247.156134137781,0.352
1,247.156134137781,0.364
1,247.156134137781,0.376
1,247.156134137781,0.388
1,247.156134137781,0.4
1,247.156134137781,0.412
1,247.156134137781,0.424
1,247.156134137781,0.436
1,247.156134137781,0.448
1,247.156134137781,0.46
1,247.156134137781,0.472
1,247.156134137781,0.484
1,247.156134137781,0.496
1,247.156134137781,0.508
1,247.156134137781,0.52
1,247.156134137781,0.532
1,247.156134137781,0.544
1,247.156134137781,0.556
1,247.156134137781,0.568
1,247.156134137781,0.58
1,247.156134137781,0.592
1,247.156134137781,0.604
1,247.156134137781,0.616
1,247.156134137781,0.628
1,247.156134137781,0.64
1,247.156134137781,0.652
1,247.156134137781,0.664
1,247.156134137781,0.676
1,247.156134137781,0.688
1,247.156134137781,0.7
1,247.156134137781,0.712
1,247.156134137781,0.724
1,247.156134137781,0.736
1,247.156134137781,0.748
1,247.156134137781,0.76
1,247.156134137781,0.772
1,247.156134137781,0.784
1,247.156134137781,0.796
1,247.156134137781,0.808
1,247.156134137781,0.82
1,247.156134137781,0.832
1,247.156134137781,0.844
1,247.156134137781,0.856
1,247.156134137781,0.868
1,247.156134137781,0.88
1,247.156134137781,0.892
1,247.156134137781,0.904
1,247.156134137781,0.916
1,247.156134137781,0.928
1,247.156134137781,0.94
1,247.156134137781,0.952
1,247.156134137781,0.964
1,247.156134137781,0.976
1,247.156134137781,0.988
1,247.156134137781,1.0
1,247.156134137781,1.012
1,247.156134137781,1.024
1,247.156134137781,1.036
1,247.156134137781,1.048
1,247.156134137781,1.06
1,247.156134137781,1.072
1,247.156134137781,1.084
1,247.156134137781,1.096
1,247.156134137781,1.108
1,247.156134137781,1.12
1,247.156134137781,1.132
1,247.156134137781,1.144
1,247.156134137781,1.156
1,247.156134137781,1.168
1,247.156134137781,1.18
1,247.156134137781,1.192
1,247.156134137781,1.204
1,247.156134137781,1.216
1,247.156134137781,1.228
1,247.156134137781,1.24
1,247.156134137781,1.252
1,247.156134137781,1.264
1,247.156134137781,1.276
1,247.156134137781,1.288
1,247.156134137781,1.3
1,247.156134137781,1.312
1,247.156134137781,1.324
1,247.156134137781,1.336
1,247.156134137781,1.348
1,247.156134137781,1.36
1,247.156134137781,1.372
1,247.156134137781,1.384
1,247.156134137781,1.396
1,247.156134137781,1.408
1,247.156134137781,1.42
1,247.156134137781,1.432
1,247.156134137781,1.444
2,247.156134137781,1.456
2,247.156134137781,1.468
2,247.156134137781,1.48
2,247.156134137781,1.492
2,247.156134137781,1.504
2,247.156134137781,1.516
2,247.156134137781,1.528
2,247.156134137781,1.54
2,247.156134137781,1.552
2,247.156134137781,1.564
2,247.156134137781,1.576
2,247.156134137781,1.588
2,247.156134137781,1.6
2,247.156134137781,1.612
2,247.156134137781,1.624
2,247.156134137781,1.636
2,247.156134137781,1.648
2,247.156134137781,1.66
2,247.156134137781,1.672
2,247.156134137781,1.684
2,247.156134137781,1.696
2,247.156134137781,1.708
2,247.156134137781,1.72
2,247.156134137781,1.732
2,247.156134137781,1.744
2,247.156134137781,1.756
2,247.156134137781,1.768
2,247.156134137781,1.78
2,247.156134137781,1.792
2,247.156134137781,1.804
2,247.156134137781,1.816
2,247.156134137781,1.828
2,247.156134137781,1.84
2,247.156134137781,1.852
2,247.156134137781,1.864
2,247.156134137781,1.876
2,247.156134137781,1.888
2,247.156134137781,1.9
2,247.156134137781,1.912
2,247.156134137781,1.924
2,247.156134137781,1.936
2,247.156134137781,1.948
2,247.156134137781,1.96
2,247.156134137781,1.972
2,247.156134137781,1.984
2,247.156134137781,1.996
2,247.156134137781,2.008
2,247.156134137781,2.02
2,247.156134137781,2.032
2,247.156134137781,2.044
2,247.156134137781,2.056
2,246.6377548423435,2.068
2,246.11284713099627,2.08
2,245.5827059847076,2.092
2,245.0491765578661,2.104
2,244.51476707327748,2.116
2,243.9827911805651,2.128
2,243.45753370956368,2.14
2,242.94426089006956,2.152
2,242.44905065251626,2.164
2,241.97846869777254,2.176
