Group,Power,Time
1,412.40772353443896,0.256
1,412.40772353443896,0.268
1,412.40772353443896,0.28
1,412.40772353443896,0.292
1,412.40772353443896,0.304
1,412.40772353443896,0.316
1,412.40772353443896,0.328
1,412.40772353443896,0.34
1,412.40772353443896,0.352
1,412.40772353443896,0.364
1,412.40772353443896,0.376
1,412.40772353443896,0.388
1,412.40772353443896,0.4
1,412.40772353443896,0.412
1,412.40772353443896,0.424
1,412.40772353443896,0.436
1,412.40772353443896,0.448
1,412.40772353443896,0.46
1,412.40772353443896,0.472
1,412.40772353443896,0.484
1,412.40772353443896,0.496
1,412.40772353443896,0.508
1,412.40772353443896,0.52
1,412.40772353443896,0.532
1,412.40772353443896,0.544
1,412.40772353443896,0.556
1,412.40772353443896,0.568
1,412.40772353443896,0.58
1,412.40772353443896,0.592
1,412.40772353443896,0.604
1,412.40772353443896,0.616
1,412.40772353443896,0.628
1,412.40772353443896,0.64
1,412.40772353443896,0.652
1,412.40772353443896,0.664
1,412.40772353443896,0.676
1,412.40772353443896,0.688
1,412.40772353443896,0.7
1,412.40772353443896,0.712
1,412.40772353443896,0.724
1,412.40772353443896,0.736
1,412.40772353443896,0.748
1,412.40772353443896,0.76
1,412.40772353443896,0.772
1,412.40772353443896,0.784
1,412.40772353443896,0.796
1,412.40772353443896,0.808
1,412.40772353443896,0.82
1,412.40772353443896,0.832
1,412.40772353443896,0.844
1,412.40772353443896,0.856
1,412.40772353443896,0.868
1,412.40772353443896,0.88
1,412.40772353443896,0.892
1,412.40772353443896,0.904
1,412.40772353443896,0.916
1,412.40772353443896,0.928
1,412.40772353443896,0.94
1,412.40772353443896,0.952
1,412.40772353443896,0.964
1,412.40772353443896,0.976
1,412.40772353443896,0.988
1,412.40772353443896,1.0
1,412.40772353443896,1.012
1,412.40772353443896,1.024
1,412.40772353443896,1.036
1,412.40772353443896,1.048
1,412.40772353443896,1.06
1,412.40772353443896,1.072
1,412.40772353443896,1.084
1,412.40772353443896,1.096
1,412.40772353443896,1.108
1,412.40772353443896,1.12
1,412.40772353443896,1.132
1,412.40772353443896,1.144
1,412.40772353443896,1.156
1,412.40772353443896,1.168
1,412.40772353443896,1.18
1,412.40772353443896,1.192
1,412.40772353443896,1.204
1,412.40772353443896,1.216
1,412.40772353443896,1.228
1,412.40772353443896,1.24
1,412.40772353443896,1.252
1,412.40772353443896,1.264
1,412.40772353443896,1.276
1,412.40772353443896,1.288
1,412.40772353443896,1.3
1,412.40772353443896,1.312
1,412.40772353443896,1.324
1,412.40772353443896,1.336
1,412.40772353443896,1.348
1,412.40772353443896,1.36
1,412.40772353443896,1.372
1,412.40772353443896,1.384
1,412.40772353443896,1.396
1,412.40772353443896,1.408
1,412.40772353443896,1.42
1,412.40772353443896,1.432
1,412.40772353443896,1.444
2,412.40772353443896,1.456
2,412.40772353443896,1.468
2,412.40772353443896,1.48
2,412.40772353443896,1.492
2,412.40772353443896,1.504
2,412.40772353443896,1.516
2,412.40772353443896,1.528
2,412.40772353443896,1.54
2,412.40772353443896,1.552
2,412.40772353443896,1.564
2,412.40772353443896,1.576
2,412.40772353443896,1.588
2,412.40772353443896,1.6
2,412.40772353443896,1.612
2,412.40772353443896,1.624
2,412.40772353443896,1.636
2,412.40772353443896,1.648
2,412.40772353443896,1.66
2,412.40772353443896,1.672
2,412.40772353443896,1.684
2,412.40772353443896,1.696
