Group,Power,Time
1,2106.6746647444606,0.256
1,2106.6746647444606,0.268
1,2106.6746647444606,0.28
1,2106.6746647444606,0.292
1,2106.6746647444606,0.304
1,2106.6746647444606,0.316
1,2106.6746647444606,0.328
1,2106.6746647444606,0.34
1,2106.6746647444606,0.352
1,2106.6746647444606,0.364
1,2106.6746647444606,0.376
1,2106.6746647444606,0.388
1,2106.6746647444606,0.4
1,2106.6746647444606,0.412
1,2106.6746647444606,0.424
1,2106.6746647444606,0.436
1,2106.6746647444606,0.448
1,2106.6746647444606,0.46
1,2106.6746647444606,0.472
1,2106.6746647444606,0.484
1,2106.6746647444606,0.496
1,2106.6746647444606,0.508
1,2106.6746647444606,0.52
1,2106.6746647444606,0.532
1,2106.6746647444606,0.544
1,2106.6746647444606,0.556
1,2106.6746647444606,0.568
1,2106.6746647444606,0.58
1,2106.6746647444606,0.592
1,2106.6746647444606,0.604
1,2106.6746647444606,0.616
1,2106.6746647444606,0.628
1,2106.6746647444606,0.64
1,2106.6746647444606,0.652
1,2106.6746647444606,0.664
1,2106.6746647444606,0.676
1,2106.6746647444606,0.688
1,2106.6746647444606,0.7
1,2106.6746647444606,0.712
1,2106.6746647444606,0.724
1,2106.6746647444606,0.736
1,2106.6746647444606,0.748
1,2106.6746647444606,0.76
1,2106.6746647444606,0.772
1,2106.6746647444606,0.784
1,2106.6746647444606,0.796
1,2106.6746647444606,0.808
1,2106.6746647444606,0.82
1,2106.6746647444606,0.832
1,2106.6746647444606,0.844
1,2106.6746647444606,0.856
1,2106.6746647444606,0.868
1,2106.6746647444606,0.88
1,2106.6746647444606,0.892
1,2106.6746647444606,0.904
1,2106.6746647444606,0.916
1,2106.6746647444606,0.928
1,2106.6746647444606,0.94
1,2106.6746647444606,0.952
1,2106.6746647444606,0.964
1,2106.6746647444606,0.976
1,2106.6746647444606,0.988
1,2106.6746647444606,1.0
1,2106.6746647444606,1.012
1,2106.6746647444606,1.024
1,2106.6746647444606,1.036
1,2106.6746647444606,1.048
1,2106.6746647444606,1.06
1,2106.6746647444606,1.072
1,2106.6746647444606,1.084
1,2106.6746647444606,1.096
1,2106.6746647444606,1.108
1,2106.6746647444606,1.12
1,2106.6746647444606,1.132
1,2106.6746647444606,1.144
1,2106.6746647444606,1.156
1,2106.6746647444606,1.168
1,2106.6746647444606,1.18
1,2106.6746647444606,1.192
1,2106.6746647444606,1.204
1,2106.6746647444606,1.216
1,2106.6746647444606,1.228
1,2106.6746647444606,1.24
1,2106.6746647444606,1.252
1,2106.6746647444606,1.264
1,2106.6746647444606,1.276
1,2106.6746647444606,1.288
1,2106.6746647444606,1.3
1,2106.6746647444606,1.312
1,2106.6746647444606,1.324
1,2106.6746647444606,1.336
1,2106.6746647444606,1.348
1,2106.6746647444606,1.36
1,2106.6746647444606,1.372
1,2106.6746647444606,1.384
1,2106.6746647444606,1.396
1,2106.6746647444606,1.408
1,2106.6746647444606,1.42
1,2106.6746647444606,1.432
1,2106.6746647444606,1.444
2,2106.6746647444606,1.456
2,2106.6746647444606,1.468
2,2106.6746647444606,1.48
2,2106.6746647444606,1.492
2,2106.6746647444606,1.504
2,2106.6746647444606,1.516
2,2106.6746647444606,1.528
2,2106.6746647444606,1.54
2,2106.6746647444606,1.552
2,2106.6746647444606,1.564
2,2106.6746647444606,1.576
2,2106.6746647444606,1.588
2,2106.6746647444606,1.6
2,2106.6746647444606,1.612
2,2106.6746647444606,1.624
2,2106.6746647444606,1.636
2,2106.6746647444606,1.648
2,2106.6746647444606,1.66
2,2106.6746647444606,1.672
2,2106.6746647444606,1.684
2,2106.6746647444606,1.696
2,2106.6746647444606,1.708
2,2106.6746647444606,1.72
2,2106.6746647444606,1.732
2,2106.6746647444606,1.744
2,2106.6746647444606,1.756
2,2106.6746647444606,1.768
2,2106.6746647444606,1.78
2,2106.6746647444606,1.792
2,2106.6746647444606,1.804
2,2106.6746647444606,1.816
2,2106.6746647444606,1.828
2,2106.6746647444606,1.84
2,2106.6746647444606,1.852
2,2106.6746647444606,1.864
2,2106.6746647444606,1.876
2,2106.6746647444606,1.888
2,2106.6746647444606,1.9
2,2106.6746647444606,1.912
2,2106.6746647444606,1.924
2,2106.6746647444606,1.936
2,2106.6746647444606,1.948
2,2106.6746647444606,1.96
2,2106.6746647444606,1.972
2,2106.6746647444606,1.984
2,2106.6746647444606,1.996
2,2106.6746647444606,2.008
2,2106.6746647444606,2.02
2,2106.6746647444606,2.032
2,2106.6746647444606,2.044
2,2106.6746647444606,2.056
2,2111.667267618038,2.068
2,2116.1342887996198,2.08
2,2120.1413554710375,2.092
2,2123.758130501174,2.104
2,2127.0551598731363,2.116
2,2130.1005797495363,2.128
2,2132.957468470788,2.14
2,2135.681823742313,2.152
2,2138.320819698632,2.164
2,2140.911560587486,2.176
2,2143.4809344507603,2.188
2,2146.0456502834795,2.2
2,2148.612303369459,2.212
2,2151.178878362959,2.224
2,2153.7372609619733,2.236
2,2156.2750488261895,2.248
2,2158.7761543963506,2.26
2,2161.2204131455837,2.272
2,2163.583431381521,2.284
2,2165.8369090890997,2.296
2,2167.9500745027103,2.308
2,2169.890547567654,2.32
2,2171.624288790829,2.332
2,2173.115649795267,2.344
2,2174.3271987912935,2.356
2,2175.2196138798804,2.368
2,2175.7520431847,2.38
2,2175.8828758653535,2.392
2,2175.570677339375,2.404
2,2174.775794887849,2.416
2,2173.4621885522643,2.428
2,2171.5991202703835,2.44
2,2169.1627688904823,2.452
2,2166.1373716344297,2.464
2,2162.5155069295115,2.476
2,2158.2979150194865,2.488
2,2153.4924839450105,2.5
2,2148.1127344497654,2.512
2,2142.1760402075624,2.524
2,2135.7015188941605,2.536
2,2128.707565873903,2.548
2,2121.2092560214896,2.56
2,2113.216065511403,2.572
2,2104.7303330830205,2.584
2,2095.7466828201195,2.596
2,2086.252459161751,2.608
2,2076.229028104945,2.62
2,2065.65386050073,2.632
2,2054.5031298794793,2.644
3,2042.7545564928964,2.656
3,2030.3904610393815,2.668
3,2017.4006935610041,2.68
3,2003.7847294867881,2.692
3,1989.5530665235135,2.704
3,1974.728014692688,2.716
3,1959.3440276560425,2.728
3,1943.4456703522828,2.74
3,1927.084549476206,2.752
3,1910.3165534326736,2.764
3,1893.1998376500442,2.776
3,1875.792353411252,2.788
3,1858.1489986447002,2.8
3,1840.3194982196048,2.812
3,1822.3468957503721,2.824
3,1804.2661573057476,2.836
3,1786.1035887887172,2.848
3,1767.8773254903376,2.86
3,1749.598532946489,2.872
3,1731.2725984993033,2.884
3,1712.9004408686005,2.896
3,1694.4806052994422,2.908
3,1676.0122102968558,2.92
3,1657.4975538414392,2.932
3,1638.943149913286,2.944
3,1620.3591240538008,2.956
3,1601.7584033234023,2.968
3,1583.1560552655822,2.98
3,1564.5683330575403,2.992
3,1546.0120513246918,3.004
3,1527.5042736625185,3.016
3,1509.0618074553652,3.028
3,1490.700773629622,3.04
3,1472.4369041288876,3.052
3,1454.2858825312521,3.064
3,1436.2638298196998,3.076
3,1418.3882322907104,3.088
3,1400.6789424846427,3.1
3,1383.1585701598194,3.112
3,1365.852312106969,3.124
3,1348.7877222640152,3.136
3,1331.994101035135,3.148
3,1315.5013048699282,3.16
3,1299.3385227461781,3.172
3,1283.5327652660492,3.184
3,1268.1072572865512,3.196
3,1253.0801646666441,3.208
3,1238.4633788208012,3.22
3,1224.2610604285414,3.232
3,1210.468702191678,3.244
3,1197.0730772065588,3.256
3,1184.0524654031597,3.268
3,1171.3776241191363,3.28
3,1159.0132762271385,3.292
3,1146.919796122221,3.304
3,1135.0550807186332,3.316
3,1123.3766284625149,3.328
3,1111.8438252913554,3.34
3,1100.4202229082646,3.352
3,1089.075445755557,3.364
3,1077.7867341599458,3.376
3,1066.5400609553822,3.388
3,1055.3310623102816,3.4
3,1044.165498859271,3.412
3,1033.0583288555258,3.424
3,1022.0315063314382,3.436
3,1011.1120449277155,3.448
3,1000.3306221438672,3.46
3,989.720447782569,3.472
3,979.3160492499796,3.484
3,969.152067566219,3.496
3,959.261599656672,3.508
3,949.6744382357786,3.52
3,940.4159812413759,3.532
3,931.5069243639987,3.544
3,922.9635908332631,3.556
3,914.7983776721452,3.568
3,907.0198948628145,3.58
3,899.6330054323402,3.592
3,892.6388589581024,3.604
3,886.0346775570722,3.616
3,879.8136378028088,3.628
3,873.9650549801617,3.64
3,868.4740654106006,3.652
3,863.3212914247084,3.664
3,858.4833196352605,3.676
3,853.9334198643986,3.688
3,849.6425895643257,3.7
3,845.5807825772231,3.712
3,841.7183297342991,3.724
3,838.0271832395556,3.736
3,834.4824405032126,3.748
3,831.0641359886326,3.76
3,827.7586830716845,3.772
3,824.5597852765126,3.784
3,821.4688011412568,3.796
3,818.4943984225436,3.808
3,815.651603028558,3.82
3,812.9603840873315,3.832
3,810.4437301925102,3.844
4,808.1255087237106,3.856
4,806.0285228502287,3.868
4,804.1726191022191,3.88
4,802.573204951986,3.892
4,801.239741159477,3.904
4,800.1745356363338,3.916
4,799.3717164927338,3.928
4,798.8180655585281,3.94
4,798.4948149783224,3.952
4,798.3794607970474,3.964
4,798.447660163383,3.976
4,798.6751256834265,3.988
4,799.0395063914713,4.0
4,799.521746977946,4.012
4,800.1071611459697,4.024
4,800.7861995937778,4.036
4,801.5546324428635,4.048
4,802.4129172304655,4.06
4,803.3648870624017,4.072
4,804.4163393653649,4.084
4,805.5736605757406,4.096
4,806.841926561338,4.108
4,808.2222322257479,4.12
4,809.7095388078809,4.132
4,811.2918555956173,4.144
4,812.9505467051929,4.156
4,814.6608936938197,4.168
4,816.3931392857329,4.18
4,818.114352183268,4.192
4,819.7906272590864,4.204
4,821.3890739240558,4.216
4,822.8796898007124,4.228
4,824.2370788890686,4.24
4,825.4416006650508,4.252
4,826.4798284970943,4.264
4,827.3444579017873,4.276
4,828.0338354402423,4.288
4,828.5512405428162,4.3
4,828.9041641937256,4.312
4,829.1035928273778,4.324
4,829.1631616021059,4.336
4,829.0981875389673,4.348
4,828.9250227395,4.36
4,828.6607799195623,4.372
4,828.3232949142429,4.384
4,827.9309982334004,4.396
4,827.5025679625893,4.408
4,827.0566917013867,4.42
4,826.6122452642657,4.432
4,826.1886545657578,4.444
4,825.8062375394713,4.456
4,825.4865862064809,4.468
4,825.2521959318644,4.48
4,825.1254982247151,4.492
4,825.1276312632231,4.504
4,825.2772104808834,4.516
4,825.5891818294076,4.528
4,826.0731699475093,4.54
4,826.7317185503507,4.552
4,827.559147820201,4.564
4,828.5410506196026,4.576
4,829.6540797724065,4.588
4,830.8659320536996,4.6
4,832.1361032253762,4.612
4,833.4179342984523,4.624
4,834.6618750135522,4.636
4,835.8181913454007,4.648
4,836.8392595103592,4.66
4,837.6818276789013,4.672
4,838.3093585637429,4.684
4,838.6937229791538,4.696
4,838.8164915819675,4.708
4,838.6696703424155,4.72
4,838.2555964427931,4.732
4,837.5862397444282,4.744
4,836.6817135655866,4.756
4,835.5685610372279,4.768
4,834.2782636897924,4.78
4,832.845493573891,4.792
4,831.3061853604918,4.804
4,829.6957207734205,4.816
4,828.0473783216654,4.828
4,826.3910778666266,4.84
4,824.753191480369,4.852
4,823.1569134453603,4.864
4,821.6224021718532,4.876
4,820.167326007352,4.888
4,818.807844927484,4.9
4,817.559581839847,4.912
4,816.4381446086969,4.924
4,815.4594007865433,4.936
4,814.6393500673036,4.948
4,813.9935157190924,4.96
4,813.5361899796245,4.972
4,813.2796734834616,4.984
4,813.233322015871,4.996
4,813.4027810068259,5.008
4,813.7895355854414,5.02
4,814.3907449685299,5.032
4,815.1995018644493,5.044
5,816.2051404002636,5.056
5,817.3930938671717,5.068
5,818.7451033523731,5.08
5,820.2397552841146,5.092
5,821.8534676313028,5.104
5,823.5616274849433,5.116
5,825.3398923148881,5.128
5,827.1651735889124,5.14
5,829.0162846978305,5.152
5,830.8739022248393,5.164
5,832.7199557329216,5.176
5,834.53769180004,5.188
5,836.3118163969833,5.2
5,838.0285203524418,5.212
5,839.6752672743404,5.224
5,841.2406033748734,5.236
5,842.7141602535136,5.248
5,844.0868359774166,5.26
5,845.3512361495018,5.272
5,846.5020185116551,5.284
5,847.5359957106609,5.296
5,848.4524169163037,5.308
5,849.2538394328936,5.32
5,849.9469413413409,5.332
5,850.543149640077,5.344
5,851.059177580522,5.356
5,851.517301496563,5.368
5,851.9449786512762,5.38
5,852.3738541943349,5.392
5,852.8385499904903,5.404
5,853.3755812862378,5.416
5,854.0221987054433,5.428
5,854.81475797089,5.44
5,855.7871834988225,5.452
5,856.9699441241121,5.464
5,858.3893062875458,5.476
5,860.0667769805252,5.488
5,862.0183868929269,5.5
5,864.2540681649602,5.512
5,866.7774007252347,5.524
5,869.5855770487849,5.536
5,872.6693282644728,5.548
5,876.0129116197057,5.56
5,879.594260009282,5.572
5,883.3853369829675,5.584
5,887.3527622225005,5.596
5,891.458882625147,5.608
5,895.6631653920576,5.62
5,899.9233065749067,5.632
5,904.1958446106381,5.644
5,908.4365866348812,5.656
5,912.6009586606543,5.668
5,916.6450366125594,5.68
5,920.5272471153581,5.692
5,924.2100835457651,5.704
5,927.6615319170646,5.716
5,930.8561824272202,5.728
5,933.776465683109,5.74
5,936.4136575328022,5.752
5,938.7682358365914,5.764
5,940.8496162543732,5.776
5,942.6754333706554,5.788
5,944.2703928643027,5.8
5,945.664840436464,5.812
5,946.8929579821324,5.824
5,947.9904647278946,5.836
5,948.9928379407717,5.848
5,949.9337139841732,5.86
5,950.8431817969285,5.872
5,951.7462078551503,5.884
5,952.6616725616025,5.896
5,953.6019427011264,5.908
5,954.573207902594,5.92
5,955.5764296056824,5.932
5,956.6079414398494,5.944
5,957.6604000070955,5.956
5,958.7236316524736,5.968
5,959.7851290360632,5.98
5,960.830825974819,5.992
5,961.8460438307479,6.004
5,962.8164036727985,6.016
5,963.7285772315352,6.028
5,964.5707723949519,6.04
5,965.3326288496406,6.052
5,966.0048296643,6.064
5,966.578912942297,6.076
5,967.04675055677,6.088
5,967.3993759684234,6.1
5,967.6260071721684,6.112
5,967.7138413398893,6.124
5,967.6484577850379,6.136
5,967.4142777004313,6.148
5,966.9954161869247,6.16
5,966.3767630016894,6.172
5,965.5449700763824,6.184
5,964.4896674546264,6.196
5,963.204381911299,6.208
5,961.6869333610784,6.22
5,959.9392968696799,6.232
5,957.9672110600068,6.244
6,955.7797640797824,6.256
6,953.3892788472264,6.268
6,950.8110604456186,6.28
6,948.0628063529305,6.292
6,945.1639471255161,6.304
6,942.1351845857438,6.316
6,938.997914252726,6.328
6,935.7733586734442,6.34
6,932.4819141081304,6.352
6,929.1430145899409,6.364
6,925.7751972656271,6.376
6,922.3956502435594,6.388
6,919.0199222091987,6.4
